1,1103,0.027749999999999997
2,130,0.015500000000000014
2,1077,0.52875
3,257,0.031000000000000028
3,738,0.005749999999999977
4,22,0.4465
4,454,0.08350000000000002
4,738,0.0047499999999999765
4,793,0.038250000000000006
5,417,0.74175
5,537,0.05125000000000002
5,738,0.007749999999999979
6,417,0.04999999999999999
7,130,0.03425
7,324,0.127
8,738,0.007000000000000006
8,850,0.4095
9,850,0.28025
9,996,0.08825
10,257,0.04949999999999999
11,22,0.21100000000000002
11,850,0.19374999999999998
13,257,0.020500000000000018
13,537,0.03375
14,130,0.017000000000000015
15,324,0.0655
15,996,0.07400000000000001
16,417,0.07824999999999999
16,560,0.011749999999999983
16,793,0.372
16,996,0.08750000000000002
17,417,0.10675000000000001
17,537,0.04899999999999999
18,454,0.08374999999999999
19,454,0.08324999999999999
19,988,0.058750000000000024
20,421,0.22575
20,988,0.066
21,1103,0.03799999999999998
22,324,0.1835
22,1077,0.007000000000000006
23,537,0.03025
24,324,0.39875000000000005
25,1077,0.005749999999999977
26,1103,0.02100000000000002
27,130,0.018000000000000016
27,988,0.018000000000000016
28,257,0.030000000000000027
28,537,0.043999999999999984
29,372,0.76675
29,812,0.14800000000000002
30,537,0.07
31,421,0.028000000000000025
31,812,0.03375
31,988,0.034499999999999975
31,996,0.056499999999999995
33,793,0.22149999999999997
34,1077,0.008500000000000008
35,421,0.014000000000000012
36,22,0.6405
36,1103,0.035250000000000004
37,257,0.03275
37,324,0.23275
37,421,0.015500000000000014
37,812,0.08675
37,1103,0.05249999999999999
39,130,0.014500000000000013
39,324,0.12425000000000003
39,454,0.08174999999999999
39,988,0.017000000000000015
40,130,0.059750000000000025
40,850,0.1835
41,324,0.7802500000000001
41,850,0.16149999999999998
41,988,0.01200000000000001
42,417,0.05325000000000002
46,324,0.23675000000000002
46,1077,0.008500000000000008
47,454,0.15250000000000002
47,1077,0.0050000000000000044
48,22,0.254
48,130,0.018000000000000016
49,793,0.05175000000000002
49,812,0.15175
49,988,0.017000000000000015
50,850,0.63975
52,22,0.25949999999999995
52,537,0.1845
52,812,0.04425000000000001
53,988,0.010000000000000009
54,537,0.23249999999999998
54,738,0.08174999999999999
54,793,0.123
54,1103,0.01974999999999999
55,560,0.027500000000000024
55,812,0.055999999999999994
55,1103,0.09749999999999998
57,1077,0.00874999999999998
58,454,0.11399999999999999
58,537,0.07924999999999999
58,1077,0.006000000000000005
59,421,0.03025
61,417,0.035499999999999976
62,454,0.118
62,850,0.34875
62,1077,0.008000000000000007
63,812,0.035250000000000004
64,537,0.030500000000000027
65,324,0.07024999999999998
65,793,0.048750000000000016
65,850,0.23125
66,22,0.21150000000000002
66,537,0.03149999999999997
66,996,0.08250000000000002
67,793,0.64925
67,812,0.06724999999999998
68,257,0.03799999999999998
70,22,0.31125
70,421,0.01974999999999999
71,22,0.22399999999999998
71,537,0.017749999999999988
71,560,0.010749999999999982
72,130,0.014500000000000013
72,421,0.036750000000000005
72,850,0.14275
73,372,0.11725000000000002
73,421,0.01100000000000001
73,850,0.20475
74,454,0.08174999999999999
74,1077,0.010749999999999982
75,257,0.02200000000000002
75,324,0.05475000000000002
75,454,0.07750000000000001
75,996,0.08650000000000002
78,372,0.01874999999999999
78,738,0.004500000000000004
78,793,0.03025
78,1077,0.006500000000000006
79,22,0.24675000000000002
79,988,0.016249999999999987
80,996,0.04625000000000001
80,1103,0.07250000000000001
81,537,0.04175000000000001
81,996,0.129
83,996,0.0645
84,130,0.02350000000000002
85,324,0.35775
86,454,0.20650000000000002
86,1103,0.05175000000000002
87,560,0.016500000000000015
88,22,0.191
90,257,0.035750000000000004
90,417,0.029500000000000026
90,560,0.018500000000000016
90,812,0.04575000000000001
90,1077,0.006249999999999978
92,417,0.03025
93,324,0.21325
93,560,0.013249999999999984
94,372,0.025249999999999995
94,850,0.22299999999999998
94,988,0.028249999999999997
95,372,0.029000000000000026
95,560,0.04225000000000001
95,988,0.03949999999999998
96,421,0.06
97,257,0.03175
97,454,0.06574999999999998
97,996,0.40874999999999995
98,421,0.02250000000000002
99,372,0.02400000000000002
99,988,0.013500000000000012
99,1103,0.09025
100,996,0.08224999999999999
101,130,0.016749999999999987
101,324,0.22599999999999998
101,537,0.07224999999999998
102,22,0.27825
103,324,0.09899999999999998
104,417,0.8967499999999999
104,988,0.04899999999999999
105,324,0.2945
105,417,0.035499999999999976
105,454,0.06474999999999997
105,738,0.00874999999999998
107,257,0.029249999999999998
107,850,0.134
108,454,0.10225000000000001
108,850,0.22725
110,257,0.02300000000000002
110,996,0.059750000000000025
110,1103,0.034999999999999976
111,812,0.16299999999999998
112,421,0.010749999999999982
113,738,0.0027499999999999747
114,812,0.046499999999999986
114,850,0.30425
117,324,0.44625000000000004
117,996,0.31525000000000003
117,1077,0.007249999999999979
118,812,0.12874999999999998
119,454,0.08775
120,324,0.123
120,417,0.16149999999999998
121,130,0.03699999999999998
122,417,0.8045
122,454,0.09050000000000002
123,257,0.02150000000000002
123,996,0.35475
125,988,0.015500000000000014
126,22,0.50275
126,372,0.04199999999999998
126,421,0.013500000000000012
128,257,0.15675
128,793,0.013500000000000012
129,257,0.049750000000000016
129,850,0.15550000000000003
131,372,0.21975
131,812,0.05499999999999999
132,22,0.23075
135,257,0.04199999999999998
135,324,0.10099999999999998
135,793,0.07600000000000001
136,324,0.10299999999999998
138,372,0.02100000000000002
138,454,0.05525000000000002
138,738,0.00824999999999998
138,1103,0.027249999999999996
140,417,0.03425
141,738,0.005249999999999977
141,812,0.02200000000000002
141,850,0.21775
144,537,0.1325
144,996,0.08524999999999999
144,1077,0.011249999999999982
145,372,0.02100000000000002
146,22,0.18525000000000003
146,257,0.02100000000000002
146,738,0.009749999999999981
146,996,0.05175000000000002
147,130,0.025000000000000022
147,454,0.08074999999999999
147,988,0.017000000000000015
148,324,0.3205
148,996,0.09699999999999998
149,372,0.029249999999999998
149,738,0.0027499999999999747
149,850,0.11425000000000002
149,988,0.017749999999999988
150,324,0.9615
150,421,0.04125000000000001
150,812,0.025500000000000023
152,257,0.028500000000000025
152,421,0.02100000000000002
153,537,0.028249999999999997
154,996,0.8959999999999999
154,1077,0.006249999999999978
155,560,0.04149999999999998
156,22,0.22825
156,372,0.019500000000000017
156,988,0.015000000000000013
156,1077,0.009749999999999981
157,537,0.06274999999999997
157,812,0.04299999999999998
157,988,0.032999999999999974
158,372,0.191
158,560,0.03999999999999998
159,372,0.017500000000000016
159,454,0.05475000000000002
160,850,0.16749999999999998
160,988,0.047750000000000015
160,996,0.11625000000000002
161,1077,0.014000000000000012
162,324,0.133
162,793,0.015249999999999986
163,257,0.029500000000000026
163,793,0.05099999999999999
163,812,0.08174999999999999
164,257,0.1255
165,417,0.23675000000000002
166,22,0.20600000000000002
166,560,0.016500000000000015
166,1077,0.013249999999999984
167,257,0.018000000000000016
167,454,0.12075000000000002
168,22,0.27149999999999996
168,1077,0.012249999999999983
170,130,0.015749999999999986
170,537,0.02074999999999999
170,1103,0.05175000000000002
171,130,0.00824999999999998
171,417,0.6385
171,537,0.05199999999999999
171,1077,0.006500000000000006
171,1103,0.024249999999999994
172,372,0.020000000000000018
173,130,0.019000000000000017
173,421,0.014000000000000012
173,812,0.033999999999999975
173,988,0.70325
174,257,0.0665
174,454,0.07174999999999998
175,812,0.16275
176,130,0.017749999999999988
176,537,0.05275000000000002
176,812,0.34199999999999997
176,996,0.44925000000000004
177,417,0.04349999999999998
178,130,0.04225000000000001
179,988,0.035250000000000004
180,1077,0.04999999999999999
181,372,0.028749999999999998
181,988,0.27375000000000005
182,537,0.01974999999999999
182,850,0.29400000000000004
183,454,0.09050000000000002
183,1103,0.023249999999999993
184,130,0.026000000000000023
184,324,0.1875
184,537,0.05025000000000002
184,988,0.035250000000000004
186,324,0.25249999999999995
186,421,0.011249999999999982
187,812,0.04525000000000001
188,988,0.027249999999999996
189,22,0.20575
189,738,0.007749999999999979
190,372,0.016000000000000014
190,1103,0.049750000000000016
191,537,0.049250000000000016
191,988,0.03325
193,421,0.027249999999999996
195,324,0.14975
195,454,0.07300000000000001
196,130,0.02250000000000002
196,257,0.025000000000000022
196,1077,0.020500000000000018
197,738,0.005749999999999977
197,996,0.14400000000000002
198,130,0.026000000000000023
198,793,0.04625000000000001
199,22,0.3255
201,257,0.028500000000000025
203,22,0.1975
203,257,0.03849999999999998
204,130,0.013000000000000012
204,537,0.033499999999999974
204,1103,0.018500000000000016
206,257,0.15000000000000002
207,988,0.02150000000000002
208,130,0.014000000000000012
210,22,0.252
210,850,0.43525
211,537,0.07174999999999998
211,812,0.028000000000000025
212,372,0.01974999999999999
213,372,0.10325000000000001
213,1077,0.004500000000000004
213,1103,0.026749999999999996
214,1077,0.005249999999999977
216,324,0.10399999999999998
216,454,0.07224999999999998
217,130,0.023749999999999993
217,324,0.07800000000000001
218,738,0.006249999999999978
218,1103,0.15100000000000002
219,537,0.04225000000000001
219,738,0.005249999999999977
219,850,0.16849999999999998
219,996,0.04625000000000001
219,1103,0.15849999999999997
220,324,0.21050000000000002
222,537,0.04149999999999998
223,537,0.05349999999999999
224,324,0.10025
224,417,0.07800000000000001
224,1103,0.027249999999999996
225,417,0.03075
228,22,0.16625
228,372,0.03249999999999997
229,372,0.020000000000000018
229,988,0.012749999999999984
229,1077,0.006249999999999978
230,812,0.022749999999999992
230,988,0.013500000000000012
230,1077,0.00924999999999998
231,793,0.05149999999999999
231,850,0.20825
231,1103,0.26025
232,22,0.31675
232,421,0.013249999999999984
232,454,0.08775
233,738,0.0037499999999999756
234,417,0.34875
234,793,0.04249999999999998
234,850,0.15899999999999997
235,324,0.30874999999999997
235,454,0.09749999999999998
235,988,0.015749999999999986
235,1077,0.010749999999999982
237,1103,0.03249999999999997
238,417,0.04575000000000001
238,560,0.025000000000000022
238,850,0.13274999999999998
239,417,0.33125000000000004
239,560,0.018000000000000016
239,850,0.125
240,130,0.024249999999999994
240,324,0.09449999999999997
240,417,0.035250000000000004
240,988,0.03225
245,22,0.248
245,130,0.018500000000000016
246,850,0.14700000000000002
247,850,0.48524999999999996
248,22,0.20475
248,257,0.029249999999999998
248,812,0.028500000000000025
249,257,0.02024999999999999
249,996,0.07774999999999999
250,421,0.03149999999999997
250,454,0.08100000000000002
250,537,0.019500000000000017
250,812,0.024249999999999994
250,1103,0.05025000000000002
253,1103,0.06574999999999998
254,130,0.016500000000000015
254,454,0.07800000000000001
254,1077,0.005749999999999977
256,850,0.22475
257,22,0.245
257,793,0.05449999999999999
258,22,0.1945
258,850,0.12774999999999997
259,421,0.048250000000000015
259,1077,0.010000000000000009
260,417,0.38125
260,738,0.017000000000000015
260,812,0.07724999999999999
260,996,0.05199999999999999
261,22,0.9672499999999999
261,257,0.022749999999999992
261,537,0.03149999999999997
261,738,0.008000000000000007
261,996,0.05349999999999999
263,996,0.08000000000000002
264,22,0.34550000000000003
264,130,0.10749999999999998
264,417,0.03175
264,812,0.068
264,1103,0.08574999999999999
266,812,0.03325
267,324,0.14825
267,372,0.03175
